21, 1, 1;525.000000
22, 1, 1;550.000000
23, 1, 1;575.000000
24, 1, 1;600.000000
25, 1, 1;625.000000
26, 1, 1;650.000000
27, 1, 1;675.000000
28, 1, 1;700.000000
29, 1, 1;725.000000
30, 1, 1;750.000000
31, 1, 1;775.000000
1, 2, 1;800.000000
2, 2, 1;825.000000
3, 2, 1;850.000000
4, 2, 1;875.000000
5, 2, 1;900.000000
6, 2, 1;925.000000
7, 2, 1;950.000000
8, 2, 1;975.000000
9, 2, 1;1000.000000
10, 2, 1;1025.000000
11, 2, 1;1050.000000
12, 2, 1;1075.000000
13, 2, 1;1100.000000
14, 2, 1;1125.000000
15, 2, 1;1150.000000
16, 2, 1;1175.000000
17, 2, 1;1200.000000
18, 2, 1;1225.000000
19, 2, 1;1250.000000
